"ChartName","AOI_Character","GazeEventDuration"
"Chart 4.JPG","7",158
"Chart 4.JPG","B",158
"Chart 4.JPG","6",158
"Chart 4.JPG","6",175
"Chart 4.JPG","6",250
"Chart 4.JPG","6",158
"Chart 4.JPG","6",183
"Chart 4.JPG","6",75
"Chart 4.JPG","6",83
"Chart 4.JPG","7",83
"Chart 4.JPG","7",83
"Chart 4.JPG","B",83
"Chart 4.JPG","6",208
"Chart 4.JPG","6",175
"Chart 4.JPG","6",283
"Chart 4.JPG","6",175
"Chart 4.JPG","6",400
"Chart 4.JPG","6",108
"Chart 4.JPG","6",175
"Chart 4.JPG","6",158
"Chart 4.JPG","6",67
"Chart 4.JPG","6",150
"Chart 4.JPG","6",308
"Chart 4.JPG","6",425
"Chart 4.JPG","7",67
"Chart 4.JPG","7",117
"Chart 4.JPG","7",75
"Chart 4.JPG","6",225
"Chart 4.JPG","6",358
"Chart 4.JPG","6",433
"Chart 4.JPG","7",92
"Chart 4.JPG","7",133
"Chart 4.JPG","7",83
"Chart 4.JPG","8",167
"Chart 4.JPG","8",175
"Chart 4.JPG","6",158
"Chart 4.JPG","6",217
"Chart 4.JPG","6",75
"Chart 4.JPG","6",100
"Chart 4.JPG","6",158
"Chart 4.JPG","7",67
"Chart 4.JPG","B",100
"Chart 4.JPG","6",100
"Chart 4.JPG","6",108
"Chart 4.JPG","B",108
"Chart 4.JPG","B",258
"Chart 4.JPG","6",467
"Chart 4.JPG","6",92
"Chart 4.JPG","7",75
"Chart 4.JPG","B",100
"Chart 4.JPG","6",175
"Chart 4.JPG","B",233
"Chart 4.JPG","B",383
"Chart 4.JPG","B",208
"Chart 4.JPG","6",108
"Chart 4.JPG","6",142
"Chart 4.JPG","6",142
"Chart 4.JPG","6",233
"Chart 4.JPG","6",67
"Chart 4.JPG","6",317
"Chart 4.JPG","7",208
"Chart 4.JPG","7",183
"Chart 4.JPG","7",183
"Chart 4.JPG","7",317
"Chart 4.JPG","7",242
"Chart 4.JPG","7",192
"Chart 4.JPG","7",333
"Chart 4.JPG","7",150
"Chart 4.JPG","7",217
"Chart 4.JPG","6",283
"Chart 4.JPG","7",158
"Chart 4.JPG","7",200
"Chart 4.JPG","7",167
"Chart 4.JPG","7",100
"Chart 4.JPG","7",275
"Chart 4.JPG","7",342
"Chart 4.JPG","7",67
"Chart 4.JPG","8",183
"Chart 4.JPG","7",142
"Chart 4.JPG","7",67
"Chart 4.JPG","7",108
"Chart 4.JPG","7",150
"Chart 4.JPG","7",242
"Chart 4.JPG","7",258
"Chart 4.JPG","7",258
"Chart 4.JPG","7",117
"Chart 4.JPG","7",317
"Chart 4.JPG","7",433
"Chart 4.JPG","6",208
"Chart 4.JPG","6",133
"Chart 4.JPG","9",100
"Chart 4.JPG","9",208
"Chart 4.JPG","9",150
"Chart 4.JPG","9",183
"Chart 4.JPG","9",108
"Chart 4.JPG","9",108
"Chart 4.JPG","9",158
"Chart 4.JPG","9",67
"Chart 4.JPG","9",125
"Chart 4.JPG","9",150
"Chart 4.JPG","6",167
"Chart 4.JPG","6",283
"Chart 4.JPG","6",250
"Chart 4.JPG","6",192
"Chart 4.JPG","6",267
"Chart 4.JPG","6",233
"Chart 4.JPG","6",617
"Chart 4.JPG","6",100
"Chart 4.JPG","6",208
"Chart 4.JPG","6",275
"Chart 4.JPG","6",150
"Chart 4.JPG","6",117
"Chart 4.JPG","6",142
"Chart 4.JPG","6",125
"Chart 4.JPG","6",142
"Chart 4.JPG","6",217
"Chart 4.JPG","6",533
"Chart 4.JPG","6",192
"Chart 4.JPG","6",83
"Chart 4.JPG","6",258
"Chart 4.JPG","6",133
"Chart 4.JPG","6",150
"Chart 4.JPG","6",208
"Chart 4.JPG","6",242
"Chart 4.JPG","6",192
"Chart 4.JPG","6",217
"Chart 4.JPG","6",392
"Chart 4.JPG","6",150
"Chart 4.JPG","6",150
"Chart 4.JPG","6",367
"Chart 4.JPG","6",258
"Chart 4.JPG","8",83
"Chart 4.JPG","6",150
"Chart 4.JPG","6",158
"Chart 4.JPG","6",458
"Chart 4.JPG","6",192
"Chart 4.JPG","6",192
"Chart 4.JPG","6",158
"Chart 4.JPG","6",167
"Chart 4.JPG","6",167
"Chart 4.JPG","6",183
"Chart 4.JPG","6",333
"Chart 4.JPG","6",133
"Chart 4.JPG","8",83
"Chart 4.JPG","6",167
"Chart 4.JPG","6",158
"Chart 4.JPG","6",142
"Chart 4.JPG","8",108
"Chart 4.JPG","8",192
"Chart 4.JPG","6",142
"Chart 4.JPG","9",292
"Chart 4.JPG","9",142
"Chart 4.JPG","6",283
"Chart 4.JPG","6",183
"Chart 4.JPG","6",325
"Chart 4.JPG","6",100
"Chart 4.JPG","6",125
"Chart 4.JPG","6",183
"Chart 4.JPG","6",92
"Chart 4.JPG","6",142
"Chart 4.JPG","6",300
"Chart 4.JPG","6",192
"Chart 4.JPG","8",92
"Chart 4.JPG","6",75
"Chart 4.JPG","6",133
"Chart 4.JPG","6",342
"Chart 4.JPG","6",75
"Chart 4.JPG","6",200
"Chart 4.JPG","6",100
